Modèle,Nombre de clusters,Silhouette Score,Davies-Bouldin Score
KMeans,5,0.15863294084902313,1.9850330899679567
DBSCAN,3,-0.14881194019143568,2.1962725083304555
Agglomerative,5,0.13843252132557948,1.8843842925175136
GMM,5,0.10834972035270546,2.6887048117879457
